POP,DENSITY,GEONAME,state,state,place
283,132.8195846,"Alberta town, Virginia",51,,724
155810,10353.25724,"Alexandria city, Virginia",51,,1000
3468,706.9290312,"Altavista town, Virginia",51,,1528
2205,450.0310353,"Amherst town, Virginia",51,,1672
1654,744.9748669,"Appalachia town, Virginia",51,,2040
1769,779.6771849,"Appomattox town, Virginia",51,,2072
7649,1072.322207,"Ashland town, Virginia",51,,3368
6615,759.6631942,"Bedford town, Virginia",51,,5544
528,355.5008532,"Belle Haven town, Virginia",51,,5912
4304,1899.387287,"Berryville town, Virginia",51,,6968
5372,1098.662396,"Big Stone Gap town, Virginia",51,,7480
45038,2263.942042,"Blacksburg town, Virginia",51,,7784
3453,768.2306282,"Blackstone town, Virginia",51,,7832
378,1156.444049,"Bloxom town, Virginia",51,,8120
4968,532.8316635,"Bluefield town, Virginia",51,,8152
232,316.9034871,"Boones Mill town, Virginia",51,,8584
1167,720.6274053,"Bowling Green town, Virginia",51,,8888
615,1715.046547,"Boyce town, Virginia",51,,8984
416,507.0196496,"Boydton town, Virginia",51,,9016
542,780.5844963,"Boykins town, Virginia",51,,9032
116,271.7433278,"Branchville town, Virginia",51,,9208
6048,2405.864944,"Bridgewater town, Virginia",51,,9656
16960,1301.687946,"Bristol city, Virginia",51,,9816
3860,1638.548347,"Broadway town, Virginia",51,,10040
279,395.9275896,"Brodnax town, Virginia",51,,10072
1116,317.6926266,"Brookneal town, Virginia",51,,10296
1173,538.7788467,"Buchanan town, Virginia",51,,10744
6452,963.1193669,"Buena Vista city, Virginia",51,,11032
406,405.6499491,"Burkeville town, Virginia",51,,11560
1039,292.6318614,"Cape Charles town, Virginia",51,,12808
156,943.7364888,"Capron town, Virginia",51,,12904
1061,474.7116799,"Cedar Bluff town, Virginia",51,,13784
527,132.0640487,"Charlotte Court House town, Virginia",51,,14952
46912,4582.164329,"Charlottesville city, Virginia",51,,14968
2279,1042.184284,"Chase City town, Virginia",51,,14984
1473,725.8922547,"Chatham town, Virginia",51,,15000
472,469.2671854,"Cheriton town, Virginia",51,,15112
237940,702.9031471,"Chesapeake city, Virginia",51,,16000
1721,668.7162085,"Chilhowie town, Virginia",51,,16480
2919,320.1238297,"Chincoteague town, Virginia",51,,16512
22088,1566.054297,"Christiansburg town, Virginia",51,,16608
346,136.7371002,"Claremont town, Virginia",51,,16880
1186,409.8921146,"Clarksville town, Virginia",51,,16992
184,1461.905468,"Cleveland town, Virginia",51,,17296
292,1190.07016,"Clifton town, Virginia",51,,17376
3715,1230.147039,"Clifton Forge town, Virginia",51,,17440
312,111.2620519,"Clinchco town, Virginia",51,,17504
66,98.97762484,"Clinchport town, Virginia",51,,17536
1302,685.801684,"Clintwood town, Virginia",51,,17552
1986,959.8480296,"Coeburn town, Virginia",51,,17952
3571,1401.281878,"Colonial Beach town, Virginia",51,,18400
17772,2362.772195,"Colonial Heights city, Virginia",51,,18448
80,412.4447417,"Columbia town, Virginia",51,,18624
1247,1359.906927,"Courtland town, Virginia",51,,19600
5518,1009.05479,"Covington city, Virginia",51,,19728
935,458.6136552,"Craigsville town, Virginia",51,,19904
2216,1100.429098,"Crewe town, Virginia",51,,20160
18006,2474.30011,"Culpeper town, Virginia",51,,20752
797,1002.951412,"Damascus town, Virginia",51,,21184
41898,976.4116605,"Danville city, Virginia",51,,21344
1609,1560.687168,"Dayton town, Virginia",51,,21648
249,69.82625826,"Dendron town, Virginia",51,,22160
445,690.5248445,"Dillwyn town, Virginia",51,,22560
511,123.7147663,"Drakes Branch town, Virginia",51,,23376
2683,1967.465269,"Dublin town, Virginia",51,,23648
85,138.8579347,"Duffield town, Virginia",51,,23680
5186,3359.295914,"Dumfries town, Virginia",51,,23760
310,854.5095088,"Dungannon town, Virginia",51,,23952
168,751.2123766,"Eastville town, Virginia",51,,24752
1068,1396.156521,"Edinburg town, Virginia",51,,25008
2850,912.3209694,"Elkton town, Virginia",51,,25408
5305,768.8144319,"Emporia city, Virginia",51,,25808
1442,553.8429125,"Exmore town, Virginia",51,,26416
24164,3872.292885,"Fairfax city, Virginia",51,,26496
14014,6833.740138,"Falls Church city, Virginia",51,,27200
8140,1129.78937,"Farmville town, Virginia",51,,27440
339,1438.559242,"Fincastle town, Virginia",51,,27824
442,969.0812368,"Floyd town, Virginia",51,,28544
8306,1010.169972,"Franklin city, Virginia",51,,29600
28297,2710.165253,"Fredericksburg city, Virginia",51,,29744
467,732.1620567,"Fries town, Virginia",51,,29920
15153,1469.370224,"Front Royal town, Virginia",51,,29968
6775,815.9163443,"Galax city, Virginia",51,,30208
1930,493.6897005,"Gate City town, Virginia",51,,30496
1448,1187.378026,"Glade Spring town, Virginia",51,,31056
1116,756.370858,"Glasgow town, Virginia",51,,31136
118,182.3950451,"Glen Lyn town, Virginia",51,,31376
1583,1695.812659,"Gordonsville town, Virginia",51,,31936
354,208.2236415,"Goshen town, Virginia",51,,31968
1237,740.9909489,"Gretna town, Virginia",51,,33232
2799,1386.961595,"Grottoes town, Virginia",51,,33488
958,192.1383162,"Grundy town, Virginia",51,,33648
1246,329.2583921,"Halifax town, Virginia",51,,34064
204,836.6945566,"Hallwood town, Virginia",51,,34176
625,2978.295827,"Hamilton town, Virginia",51,,34240
135410,2630.808902,"Hampton city, Virginia",51,,35000
53078,3062.420853,"Harrisonburg city, Virginia",51,,35624
1970,3506.629976,"Haymarket town, Virginia",51,,35976
474,133.119925,"Haysi town, Virginia",51,,36008
24393,5696.816674,"Herndon town, Virginia",51,,36648
98,1154.981908,"Hillsboro town, Virginia",51,,37288
2655,270.3695982,"Hillsville town, Virginia",51,,37336
1365,812.4538502,"Honaker town, Virginia",51,,38280
22735,2209.086741,"Hopewell city, Virginia",51,,38424
1265,363.9171904,"Hurt town, Virginia",51,,39224
923,393.964446,"Independence town, Virginia",51,,39528
377,1143.66605,"Iron Gate town, Virginia",51,,40024
415,275.7515364,"Irvington town, Virginia",51,,40088
327,300.1070402,"Ivor town, Virginia",51,,40232
614,487.9151666,"Jarratt town, Virginia",51,,40536
956,870.1843104,"Jonesville town, Virginia",51,,41272
176,514.7744102,"Keller town, Virginia",51,,41656
1221,529.6190291,"Kenbridge town, Virginia",51,,41832
808,698.0792338,"Keysville town, Virginia",51,,42264
1438,422.0005699,"Kilmarnock town, Virginia",51,,42424
584,497.2457633,"La Crosse town, Virginia",51,,43176
1069,928.3465952,"Lawrenceville town, Virginia",51,,44520
3285,737.323609,"Lebanon town, Virginia",51,,44696
52607,4249.437879,"Leesburg town, Virginia",51,,44984
7045,2821.091669,"Lexington city, Virginia",51,,45512
1650,903.2241033,"Louisa town, Virginia",51,,47144
1985,2254.717722,"Lovettsville town, Virginia",51,,47208
4816,1009.909424,"Luray town, Virginia",51,,47528
80212,1632.706707,"Lynchburg city, Virginia",51,,47672
482,519.5020002,"McKenney town, Virginia",51,,48344
218,1043.491104,"Madison town, Virginia",51,,48488
41483,4197.784327,"Manassas city, Virginia",51,,48952
15915,6268.314521,"Manassas Park city, Virginia",51,,48968
5855,1420.096365,"Marion town, Virginia",51,,49464
13445,1227.151333,"Martinsville city, Virginia",51,,49784
398,1439.215709,"Melfa town, Virginia",51,,50984
828,800.2775168,"Middleburg town, Virginia",51,,51448
1334,1719.00433,"Middletown town, Virginia",51,,51512
492,553.973928,"Mineral town, Virginia",51,,52120
136,431.9764732,"Monterey town, Virginia",51,,52680
389,377.4559164,"Montross town, Virginia",51,,52952
452,938.1788469,"Mount Crawford town, Virginia",51,,53864
2041,751.0854248,"Mount Jackson town, Virginia",51,,53992
1971,1557.555976,"Narrows town, Virginia",51,,54904
494,745.9307982,"Nassawadox town, Virginia",51,,54984
150,909.3782259,"New Castle town, Virginia",51,,55592
2207,1094.885662,"New Market town, Virginia",51,,55848
181825,2632.024482,"Newport News city, Virginia",51,,56000
310,620.2433089,"Newsoms town, Virginia",51,,56096
366,755.330187,"Nickelsville town, Virginia",51,,56304
245115,4600.797673,"Norfolk city, Virginia",51,,57000
3864,516.5183577,"Norton city, Virginia",51,,57688
1061,6131.510082,"Occoquan town, Virginia",51,,58696
1266,1204.22307,"Onancock town, Virginia",51,,59336
513,653.8323551,"Onley town, Virginia",51,,59384
4988,1507.894459,"Orange town, Virginia",51,,59496
227,350.126148,"Painter town, Virginia",51,,60296
219,693.8401351,"Pamplin City town, Virginia",51,,60488
841,1351.412667,"Parksley town, Virginia",51,,60680
2699,855.1529432,"Pearisburg town, Virginia",51,,61208
1091,989.1253459,"Pembroke town, Virginia",51,,61336
1774,1094.30865,"Pennington Gap town, Virginia",51,,61560
31882,1389.429934,"Petersburg city, Virginia",51,,61832
219,189.8931336,"Phenix town, Virginia",51,,61896
376,638.6887014,"Pocahontas town, Virginia",51,,63288
12017,781.0106857,"Poquoson city, Virginia",51,,63768
197,305.6970504,"Port Royal town, Virginia",51,,63928
95252,2860.379442,"Portsmouth city, Virginia",51,,64000
954,369.3838076,"Pound town, Virginia",51,,64272
8837,1117.899034,"Pulaski town, Virginia",51,,64880
9469,2792.506505,"Purcellville town, Virginia",51,,65008
540,7619.603818,"Quantico town, Virginia",51,,65120
17483,1771.062013,"Radford city, Virginia",51,,65392
631,2855.764148,"Remington town, Virginia",51,,66512
754,888.8457287,"Rich Creek town, Virginia",51,,66896
5428,949.3260033,"Richlands town, Virginia",51,,66928
223170,3730.47403,"Richmond city, Virginia",51,,67000
697,729.9289674,"Ridgeway town, Virginia",51,,67208
99660,2343.516708,"Roanoke city, Virginia",51,,68000
4798,701.4045362,"Rocky Mount town, Virginia",51,,68496
659,1801.956191,"Round Hill town, Virginia",51,,69168
1480,650.3174223,"Rural Retreat town, Virginia",51,,69456
117,661.5391581,"St. Charles town, Virginia",51,,69792
907,682.6368019,"St. Paul town, Virginia",51,,69936
25549,1769.28224,"Salem city, Virginia",51,,70000
2009,253.7803237,"Saltville town, Virginia",51,,70096
239,563.1243599,"Saxis town, Virginia",51,,70576
131,176.9897303,"Scottsburg town, Virginia",51,,70752
607,396.7362952,"Scottsville town, Virginia",51,,70800
2334,1071.708532,"Shenandoah town, Virginia",51,,71776
8435,891.6260306,"Smithfield town, Virginia",51,,73200
7950,608.573734,"South Boston town, Virginia",51,,73712
4471,455.0217368,"South Hill town, Virginia",51,,73904
384,1074.717495,"Stanardsville town, Virginia",51,,75008
1648,1150.707933,"Stanley town, Virginia",51,,75024
24363,1220.368655,"Staunton city, Virginia",51,,75216
1967,824.1558817,"Stephens City town, Virginia",51,,75344
188,326.4598095,"Stony Creek town, Virginia",51,,75840
6583,1756.068388,"Strasburg town, Virginia",51,,76000
1376,424.592193,"Stuart town, Virginia",51,,76256
89273,223.6558279,"Suffolk city, Virginia",51,,76432
225,272.1012618,"Surry town, Virginia",51,,76880
722,1333.451708,"Tangier town, Virginia",51,,77520
2386,919.5314884,"Tappahannock town, Virginia",51,,77568
4365,631.2657335,"Tazewell town, Virginia",51,,77792
228,861.0068806,"The Plains town, Virginia",51,,78192
2640,2083.811928,"Timberville town, Virginia",51,,78736
262,1811.407655,"Toms Brook town, Virginia",51,,79024
170,54.41320713,"Troutdale town, Virginia",51,,79456
431,622.8916942,"Troutville town, Virginia",51,,79472
470,1110.571747,"Urbanna town, Virginia",51,,80272
1671,593.3405595,"Victoria town, Virginia",51,,81024
16468,3736.445255,"Vienna town, Virginia",51,,81072
8185,2601.775298,"Vinton town, Virginia",51,,81280
142,231.2815034,"Virgilina town, Virginia",51,,81312
452602,1849.469199,"Virginia Beach city, Virginia",51,,82000
230,981.4536851,"Wachapreague town, Virginia",51,,82320
872,700.5726056,"Wakefield town, Virginia",51,,82384
9861,2192.041072,"Warrenton town, Virginia",51,,83136
1485,485.3335721,"Warsaw town, Virginia",51,,83168
126,479.8199278,"Washington town, Virginia",51,,83248
2050,664.5241343,"Waverly town, Virginia",51,,83600
21887,1456.203147,"Waynesboro city, Virginia",51,,83680
1246,704.9640144,"Weber City town, Virginia",51,,83808
3314,656.178194,"West Point town, Virginia",51,,84960
342,349.6099229,"White Stone town, Virginia",51,,85600
15214,1705.908197,"Williamsburg city, Virginia",51,,86160
27516,2979.54823,"Winchester city, Virginia",51,,86720
2683,668.2870027,"Windsor town, Virginia",51,,86784
3083,1010.771996,"Wise town, Virginia",51,,87072
5248,1343.217505,"Woodstock town, Virginia",51,,87712
8101,559.0988242,"Wytheville town, Virginia",51,,88000
16334,1533.274242,"Aberdeen city, Washington",53,,100
6672,1297.496523,"Airway Heights city, Washington",53,,905
591,1506.229276,"Albion town, Washington",53,,1010
3156,2434.455889,"Algona city, Washington",53,,1290
267,514.7142245,"Almira town, Washington",53,,1500
16681,1424.710092,"Anacortes city, Washington",53,,1990
19112,1965.08875,"Arlington city, Washington",53,,2585
1295,1253.415451,"Asotin city, Washington",53,,3075
77472,2611.215756,"Auburn city, Washington",53,,3180
24404,883.7422561,"Bainbridge Island city, Washington",53,,3736
20110,2392.164886,"Battle Ground city, Washington",53,,4475
326,3923.841269,"Beaux Arts Village town, Washington",53,,4895
141400,4223.439041,"Bellevue city, Washington",53,,5210
87574,3162.966668,"Bellingham city, Washington",53,,5280
3276,1347.679592,"Benton City city, Washington",53,,5560
722,1161.796884,"Bingen city, Washington",53,,6085
4384,668.8358225,"Black Diamond city, Washington",53,,6330
5164,924.8052425,"Blaine city, Washington",53,,6505
20310,2557.321523,"Bonney Lake city, Washington",53,,7170
44546,3258.56811,"Bothell city, Washington",53,,7380
40675,1432.457441,"Bremerton city, Washington",53,,7695
2341,1975.161745,"Brewster city, Washington",53,,7835
2509,2445.23846,"Bridgeport city, Washington",53,,7870
6743,3108.566837,"Brier city, Washington",53,,7940
4682,1209.569992,"Buckley city, Washington",53,,8570
575,1006.729656,"Bucoda town, Washington",53,,8605
50997,5071.6953,"Burien city, Washington",53,,8850
8768,2049.398216,"Burlington city, Washington",53,,8920
22449,1623.783868,"Camas city, Washington",53,,9480
663,1592.616267,"Carbonado town, Washington",53,,9970
1995,1723.42548,"Carnation city, Washington",53,,10215
3162,2793.66109,"Cashmere city, Washington",53,,10495
2212,1112.361535,"Castle Rock city, Washington",53,,10565
545,1093.128303,"Cathlamet town, Washington",53,,10635
16982,2268.327605,"Centralia city, Washington",53,,11160
7498,1354.816805,"Chehalis city, Washington",53,,11475
4108,634.2132582,"Chelan city, Washington",53,,11615
12237,2814.761308,"Cheney city, Washington",53,,11825
2635,884.5663102,"Chewelah city, Washington",53,,12140
7341,3680.469999,"Clarkston city, Washington",53,,12630
1949,508.4613794,"Cle Elum city, Washington",53,,12945
3268,3095.313002,"Clyde Hill city, Washington",53,,13365
2895,777.2094279,"Colfax city, Washington",53,,13785
9142,3417.629239,"College Place city, Washington",53,,13855
466,755.794578,"Colton town, Washington",53,,13890
4788,1568.981687,"Colville city, Washington",53,,14170
213,694.3283031,"Conconully town, Washington",53,,14310
724,621.5752103,"Concrete town, Washington",53,,14380
5414,701.350876,"Connell city, Washington",53,,14485
1601,1202.906999,"Cosmopolis city, Washington",53,,14870
569,623.8087138,"Coulee City town, Washington",53,,15080
1090,1500.783818,"Coulee Dam town, Washington",53,,15115
1920,1512.017769,"Coupeville town, Washington",53,,15185
20478,3455.080136,"Covington city, Washington",53,,15290
218,531.4401094,"Creston town, Washington",53,,15710
208,400.6505276,"Cusick town, Washington",53,,16340
1385,838.6627579,"Darrington town, Washington",53,,16690
1688,1013.195657,"Davenport city, Washington",53,,16795
2427,1664.302525,"Dayton city, Washington",53,,16970
3987,579.1079399,"Deer Park city, Washington",53,,17320
31172,4799.973956,"Des Moines city, Washington",53,,17635
9497,1620.95559,"DuPont city, Washington",53,,18965
7701,3180.332148,"Duvall city, Washington",53,,19035
13968,3687.31732,"East Wenatchee city, Washington",53,,20155
2959,1623.529003,"Eatonville town, Washington",53,,20260
10734,1276.09123,"Edgewood city, Washington",53,,20645
41840,4699.608403,"Edmonds city, Washington",53,,20750
1001,491.0473888,"Electric City city, Washington",53,,21030
19786,2738.227464,"Ellensburg city, Washington",53,,21240
3053,1615.633807,"Elma city, Washington",53,,21450
239,1144.620129,"Elmer City town, Washington",53,,21485
291,981.2961987,"Endicott town, Washington",53,,21730
1208,571.8617715,"Entiat city, Washington",53,,22010
11654,2251.990909,"Enumclaw city, Washington",53,,22045
8032,774.8166301,"Ephrata city, Washington",53,,22080
109043,3278.413608,"Everett city, Washington",53,,22640
2634,2022.98231,"Everson city, Washington",53,,22745
605,984.3359479,"Fairfield town, Washington",53,,22990
156,431.0990794,"Farmington town, Washington",53,,23340
96757,4343.844875,"Federal Way city, Washington",53,,23515
13403,1920.132941,"Ferndale city, Washington",53,,23620
10103,1777.148108,"Fife city, Washington",53,,23795
6780,4303.152244,"Fircrest city, Washington",53,,23970
3783,918.2570268,"Forks city, Washington",53,,24810
2338,1084.23018,"Friday Harbor town, Washington",53,,25615
611,649.6973047,"Garfield town, Washington",53,,26140
495,384.2762846,"George city, Washington",53,,26455
9110,1530.632624,"Gig Harbor city, Washington",53,,26735
2131,2068.340958,"Gold Bar city, Washington",53,,27365
3449,1164.714943,"Goldendale city, Washington",53,,27435
1044,857.5526267,"Grand Coulee city, Washington",53,,27855
11159,1741.39611,"Grandview city, Washington",53,,27925
3720,2186.745638,"Granger city, Washington",53,,27960
3525,1609.911962,"Granite Falls city, Washington",53,,27995
299,265.5392356,"Hamilton town, Washington",53,,29255
624,2875.358073,"Harrah town, Washington",53,,29710
401,1023.175147,"Harrington city, Washington",53,,29745
155,464.337554,"Hartline town, Washington",53,,29920
100,268.6715118,"Hatton town, Washington",53,,30060
8434,929.3978309,"Hoquiam city, Washington",53,,32300
439,1431.784903,"Hunts Point town, Washington",53,,32755
929,448.5990808,"Ilwaco city, Washington",53,,33000
199,880.9272195,"Index town, Washington",53,,33175
450,841.3398264,"Ione town, Washington",53,,33560
37322,3092.004538,"Issaquah city, Washington",53,,33805
189,427.0123409,"Kahlotus city, Washington",53,,34575
2484,851.3521386,"Kalama city, Washington",53,,34645
12047,1494.32036,"Kelso city, Washington",53,,35065
22357,3619.921479,"Kenmore city, Washington",53,,35170
80454,2934.999955,"Kennewick city, Washington",53,,35275
127514,3779.016123,"Kent city, Washington",53,,35415
1604,1312.679575,"Kettle Falls city, Washington",53,,35485
87701,4922.027224,"Kirkland city, Washington",53,,35940
1439,1945.219918,"Kittitas city, Washington",53,,36045
49,83.4436268,"Krupp town, Washington",53,,36395
3144,1433.033555,"La Center city, Washington",53,,36710
47688,2951.858647,"Lacey city, Washington",53,,36745
936,2361.479534,"La Conner town, Washington",53,,36780
317,370.9796514,"LaCrosse town, Washington",53,,36850
13266,3747.97618,"Lake Forest Park city, Washington",53,,37270
31679,3569.573261,"Lake Stevens city, Washington",53,,37900
60665,3530.838756,"Lakewood city, Washington",53,,38038
73,251.8587762,"Lamont town, Washington",53,,38215
1097,1088.3057,"Langley city, Washington",53,,38355
187,607.6572673,"Latah town, Washington",53,,38495
1994,1534.331656,"Leavenworth city, Washington",53,,38845
9209,1499.603583,"Liberty Lake city, Washington",53,,39335
550,495.0408458,"Lind town, Washington",53,,39510
1389,1005.792462,"Long Beach city, Washington",53,,40070
37337,2512.022327,"Longview city, Washington",53,,40245
454,676.1316987,"Lyman town, Washington",53,,40770
13952,2647.639826,"Lynden city, Washington",53,,40805
38092,4852.577828,"Lynnwood city, Washington",53,,40840
2295,2769.197942,"Mabton city, Washington",53,,40980
1630,797.1581935,"McCleary city, Washington",53,,41225
205,311.901016,"Malden town, Washington",53,,42275
334,1024.25127,"Mansfield town, Washington",53,,42800
25698,4293.126189,"Maple Valley city, Washington",53,,43150
187,838.7528289,"Marcus town, Washington",53,,43395
67626,3268.339481,"Marysville city, Washington",53,,43955
4413,5995.053283,"Mattawa city, Washington",53,,44165
4964,1459.024805,"Medical Lake city, Washington",53,,44690
3246,2243.039058,"Medina city, Washington",53,,44725
25134,3958.467129,"Mercer Island city, Washington",53,,45005
486,300.0364382,"Mesa city, Washington",53,,45180
172,569.9943394,"Metaline town, Washington",53,,45285
242,1143.342806,"Metaline Falls town, Washington",53,,45320
20303,4357.034486,"Mill Creek city, Washington",53,,45865
1787,2547.926538,"Millwood city, Washington",53,,45985
7970,3018.561198,"Milton city, Washington",53,,46020
18408,3044.763099,"Monroe city, Washington",53,,46685
3912,369.4480127,"Montesano city, Washington",53,,46895
1145,1392.472551,"Morton city, Washington",53,,47175
22641,1255.329502,"Moses Lake city, Washington",53,,47245
763,1116.34639,"Mossyrock city, Washington",53,,47315
21182,5221.201853,"Mountlake Terrace city, Washington",53,,47490
34590,2835.559055,"Mount Vernon city, Washington",53,,47560
4027,1735.196333,"Moxee city, Washington",53,,47665
21462,3385.110609,"Mukilteo city, Washington",53,,47735
823,1218.918944,"Naches town, Washington",53,,47805
1868,766.514843,"Napavine city, Washington",53,,47980
283,1475.714242,"Nespelem town, Washington",53,,48540
11567,2601.149759,"Newcastle city, Washington",53,,48645
2118,1599.527683,"Newport city, Washington",53,,48820
1525,2161.48761,"Nooksack city, Washington",53,,49275
6651,2640.666483,"Normandy Park city, Washington",53,,49415
6739,1532.787743,"North Bend city, Washington",53,,49485
980,391.2999476,"North Bonneville city, Washington",53,,49555
290,514.9212121,"Northport town, Washington",53,,50045
435,418.8117979,"Oakesdale town, Washington",53,,50325
23204,2431.705202,"Oak Harbor city, Washington",53,,50360
665,1340.791611,"Oakville city, Washington",53,,50430
5831,685.5649609,"Ocean Shores city, Washington",53,,50570
869,1071.909727,"Odessa town, Washington",53,,50745
2561,1286.742469,"Okanogan city, Washington",53,,50920
51202,2813.024972,"Olympia city, Washington",53,,51300
4833,1396.972564,"Omak city, Washington",53,,51340
1677,1020.766364,"Oroville city, Washington",53,,51970
7693,2820.211152,"Orting city, Washington",53,,52005
8099,2053.814384,"Othello city, Washington",53,,52215
7122,2957.068009,"Pacific city, Washington",53,,52495
1045,997.9523032,"Palouse city, Washington",53,,52950
70579,2186.741434,"Pasco city, Washington",53,,53545
688,1395.60429,"Pateros city, Washington",53,,53720
643,1086.283185,"Pe Ell town, Washington",53,,53930
1410,797.6225805,"Pomeroy city, Washington",53,,55120
19833,1850.99018,"Port Angeles city, Washington",53,,55365
13945,1442.457075,"Port Orchard city, Washington",53,,55785
9527,1369.970895,"Port Townsend city, Washington",53,,55855
10400,2193.733139,"Poulsbo city, Washington",53,,55995
304,751.7188641,"Prescott city, Washington",53,,56240
6040,1329.104454,"Prosser city, Washington",53,,56450
33282,3177.87244,"Pullman city, Washington",53,,56625
40640,2872.435016,"Puyallup city, Washington",53,,56695
7387,1367.123018,"Quincy city, Washington",53,,57115
2011,1162.166101,"Rainier city, Washington",53,,57220
2871,702.6973526,"Raymond city, Washington",53,,57430
567,1139.526067,"Reardan town, Washington",53,,57465
62458,3790.972226,"Redmond city, Washington",53,,57535
100953,4310.116788,"Renton city, Washington",53,,57745
1069,714.3773187,"Republic city, Washington",53,,57850
54989,1416.105165,"Richland city, Washington",53,,58235
7066,993.4934221,"Ridgefield city, Washington",53,,58410
1626,935.5153302,"Ritzville city, Washington",53,,58725
268,275.3995633,"Riverside town, Washington",53,,58795
468,686.5317582,"Rockford town, Washington",53,,59145
932,1139.015484,"Rock Island city, Washington",53,,59180
565,899.3992218,"Rosalia town, Washington",53,,59775
927,214.9415355,"Roslyn city, Washington",53,,60055
822,1691.692897,"Roy city, Washington",53,,60160
2196,1652.349586,"Royal City city, Washington",53,,60230
816,3178.745408,"Ruston town, Washington",53,,60510
558,831.9972321,"St. John town, Washington",53,,60860
63773,3130.17136,"Sammamish city, Washington",53,,61115
28873,2878.401697,"SeaTac city, Washington",53,,62288
704352,8401.365763,"Seattle city, Washington",53,,63000
11476,2654.156323,"Sedro-Woolley city, Washington",53,,63210
7768,1695.274555,"Selah city, Washington",53,,63280
6964,1101.670587,"Sequim city, Washington",53,,63385
9980,1719.601752,"Shelton city, Washington",53,,63735
55333,4740.146154,"Shoreline city, Washington",53,,63960
206,638.3218974,"Skykomish town, Washington",53,,64855
9915,2864.849746,"Snohomish city, Washington",53,,65170
13190,1827.339094,"Snoqualmie city, Washington",53,,65205
1571,1194.153057,"Soap Lake city, Washington",53,,65345
1636,1012.413394,"South Bend city, Washington",53,,65625
547,1378.0914,"South Cle Elum town, Washington",53,,65765
435,1122.294766,"South Prairie town, Washington",53,,66045
297,834.5545301,"Spangle city, Washington",53,,66290
215973,3141.913729,"Spokane city, Washington",53,,67000
96340,2554.656444,"Spokane Valley city, Washington",53,,67167
427,409.9393226,"Sprague city, Washington",53,,67175
276,244.0704436,"Springdale town, Washington",53,,67210
7009,2477.585033,"Stanwood city, Washington",53,,67455
126,604.9444399,"Starbuck town, Washington",53,,67490
6309,3084.763186,"Steilacoom town, Washington",53,,67770
1527,928.0211814,"Stevenson city, Washington",53,,67875
5059,1607.119553,"Sultan city, Washington",53,,68260
1409,959.4744879,"Sumas city, Washington",53,,68330
9969,1326.408145,"Sumner city, Washington",53,,68435
16411,2183.6997,"Sunnyside city, Washington",53,,68750
211277,4247.787818,"Tacoma city, Washington",53,,70000
808,659.0738192,"Tekoa city, Washington",53,,70560
1819,1265.300139,"Tenino city, Washington",53,,70630
1276,1456.269579,"Tieton city, Washington",53,,71400
738,1834.772689,"Toledo city, Washington",53,,71785
1013,1254.920175,"Tonasket city, Washington",53,,71890
8973,4246.391671,"Toppenish city, Washington",53,,71960
20033,2183.838881,"Tukwila city, Washington",53,,72625
22538,1344.79618,"Tumwater city, Washington",53,,72905
952,805.4755447,"Twisp town, Washington",53,,73080
6110,1122.146759,"Union Gap city, Washington",53,,73290
333,360.9456874,"Uniontown town, Washington",53,,73360
33288,3951.064045,"University Place city, Washington",53,,73465
629,676.9902019,"Vader city, Washington",53,,73780
174826,3724.968241,"Vancouver city, Washington",53,,74060
1187,1064.649428,"Waitsburg city, Washington",53,,75565
32132,2508.868744,"Walla Walla city, Washington",53,,75775
5073,4285.737765,"Wapato city, Washington",53,,76125
2719,1017.416773,"Warden city, Washington",53,,76160
15466,2829.773124,"Washougal city, Washington",53,,76405
195,297.5172087,"Washtucna town, Washington",53,,76440
1181,1362.668794,"Waterville town, Washington",53,,76510
110,266.1012852,"Waverly town, Washington",53,,76720
33921,4236.957287,"Wenatchee city, Washington",53,,77105
2035,552.4387201,"Westport city, Washington",53,,77630
14198,646.1323651,"West Richland city, Washington",53,,77665
2473,1654.400671,"White Salmon city, Washington",53,,78330
835,643.4844698,"Wilbur town, Washington",53,,78680
492,1048.442687,"Wilkeson town, Washington",53,,78925
210,219.3699347,"Wilson Creek town, Washington",53,,79135
1337,1036.017517,"Winlock city, Washington",53,,79275
430,457.0626458,"Winthrop town, Washington",53,,79380
12000,2130.163752,"Woodinville city, Washington",53,,79590
5952,1457.644414,"Woodland city, Washington",53,,79625
1377,1243.29132,"Woodway city, Washington",53,,79835
1690,3146.300465,"Yacolt town, Washington",53,,79975
93986,3385.769433,"Yakima city, Washington",53,,80010
1096,2941.512117,"Yarrow Point town, Washington",53,,80150
8915,1568.525492,"Yelm city, Washington",53,,80220
3144,1821.729703,"Zillah city, Washington",53,,80500
723,1609.501225,"Addison (Webster Springs) town, West Virginia",54,,364
286,1232.949892,"Albright town, West Virginia",54,,748
1173,1318.342028,"Alderson town, West Virginia",54,,772
202,351.0874824,"Anawalt town, West Virginia",54,,1780
751,710.6429747,"Anmoore town, West Virginia",54,,1900
1374,828.0215079,"Ansted town, West Virginia",54,,1996
940,2383.673455,"Athens town, West Virginia",54,,3292
92,274.8558938,"Auburn town, West Virginia",54,,3364
598,4304.111003,"Bancroft town, West Virginia",54,,4204
4262,1041.809878,"Barboursville village, West Virginia",54,,4276
1311,1901.501034,"Barrackville town, West Virginia",54,,4612
610,1817.527075,"Bath (Berkeley Springs) town, West Virginia",54,,4876
272,875.1829137,"Bayard town, West Virginia",54,,4924
